latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
31.177504,121.46255,7.0,28800,Asia/Shanghai,GMT+8

time,temperature_2m (°C),rain (mm),snowfall (cm),precipitation (mm),dew_point_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (°),boundary_layer_height (m)
2012-03-20T01:00,7.0,0.00,0.00,0.00,2.8,75,1020.5,12.7,45,600.00
2012-03-20T02:00,7.0,0.00,0.00,0.00,2.8,75,1020.0,11.7,43,580.00
2012-03-20T03:00,6.4,0.00,0.00,0.00,1.9,73,1019.2,12.0,44,565.00
2012-03-20T04:00,6.3,0.70,0.00,0.70,2.4,76,1019.0,12.5,39,545.00
2012-03-20T05:00,6.0,1.00,0.00,1.00,3.0,81,1019.2,15.2,36,580.00
2012-03-20T06:00,5.5,1.00,0.00,1.00,3.6,87,1020.1,17.1,28,640.00
2012-03-20T07:00,5.5,0.80,0.00,0.80,3.3,86,1021.1,16.4,26,685.00
2012-03-20T08:00,5.7,0.50,0.00,0.50,3.0,83,1021.8,16.6,30,730.00
2012-03-20T09:00,6.6,0.40,0.00,0.40,2.8,77,1022.3,17.6,31,820.00
2012-03-20T10:00,7.4,0.10,0.00,0.10,2.9,73,1022.4,18.0,37,875.00
2012-03-20T11:00,7.5,0.00,0.00,0.00,2.6,71,1022.7,13.7,45,875.00
2012-03-20T12:00,8.0,0.00,0.00,0.00,2.6,69,1022.1,13.0,46,885.00
2012-03-20T13:00,9.1,0.00,0.00,0.00,2.8,64,1022.0,14.5,35,985.00
2012-03-20T14:00,9.6,0.00,0.00,0.00,2.5,61,1021.3,14.1,40,1010.00
2012-03-20T15:00,8.8,0.00,0.00,0.00,1.7,61,1021.0,15.1,38,1020.00
2012-03-20T16:00,8.9,0.00,0.00,0.00,1.5,60,1021.7,16.2,32,1020.00
2012-03-20T17:00,8.3,0.00,0.00,0.00,1.3,61,1022.2,16.7,33,970.00
2012-03-20T18:00,7.3,0.00,0.00,0.00,1.5,67,1022.9,14.2,30,850.00
2012-03-20T19:00,6.2,0.00,0.00,0.00,1.7,73,1023.4,13.5,25,710.00
2012-03-20T20:00,5.5,0.00,0.00,0.00,1.8,77,1024.1,12.9,18,660.00
2012-03-20T21:00,5.1,0.00,0.00,0.00,2.0,80,1024.9,11.1,13,555.00
2012-03-20T22:00,4.6,0.00,0.00,0.00,2.1,84,1025.4,11.6,5,505.00
2012-03-20T23:00,4.3,0.00,0.00,0.00,2.1,85,1025.8,12.3,3,510.00
2012-03-21T00:00,4.1,0.00,0.00,0.00,2.1,87,1026.1,12.3,5,500.00
2012-03-21T01:00,4.2,0.00,0.00,0.00,2.1,86,1026.1,13.0,14,555.00
2012-03-21T02:00,4.2,0.00,0.00,0.00,2.0,86,1025.7,11.9,29,565.00
2012-03-21T03:00,3.9,0.00,0.00,0.00,1.8,86,1024.8,10.2,48,450.00
2012-03-21T04:00,3.7,0.00,0.00,0.00,1.8,87,1024.2,9.6,70,375.00
2012-03-21T05:00,3.5,0.00,0.00,0.00,1.6,87,1023.9,9.4,86,325.00
2012-03-21T06:00,3.3,0.00,0.00,0.00,1.4,87,1023.8,8.8,102,235.00
2012-03-21T07:00,4.2,0.00,0.00,0.00,2.2,87,1024.4,8.6,112,365.00
2012-03-21T08:00,7.8,0.00,0.00,0.00,2.4,69,1025.2,9.2,121,685.00
2012-03-21T09:00,9.2,0.00,0.00,0.00,2.6,63,1025.3,11.6,120,745.00
2012-03-21T10:00,10.4,0.00,0.00,0.00,2.9,60,1024.9,12.9,120,780.00
2012-03-21T11:00,11.4,0.00,0.00,0.00,3.2,57,1024.0,15.1,123,820.00
2012-03-21T12:00,12.1,0.00,0.00,0.00,3.5,56,1022.8,17.0,122,830.00
2012-03-21T13:00,12.4,0.00,0.00,0.00,3.7,55,1021.7,19.2,120,815.00
2012-03-21T14:00,12.4,0.00,0.00,0.00,3.8,56,1020.6,19.2,120,795.00
2012-03-21T15:00,11.6,0.00,0.00,0.00,3.5,57,1020.2,20.4,122,775.00
2012-03-21T16:00,11.0,0.00,0.00,0.00,3.6,60,1019.5,22.3,124,750.00
2012-03-21T17:00,10.1,0.00,0.00,0.00,3.9,65,1019.7,20.2,125,710.00
2012-03-21T18:00,9.0,0.00,0.00,0.00,4.4,73,1019.2,16.8,118,580.00
2012-03-21T19:00,8.2,0.00,0.00,0.00,4.7,79,1019.1,18.4,121,520.00
2012-03-21T20:00,8.1,0.00,0.00,0.00,5.1,81,1018.7,20.5,128,525.00
2012-03-21T21:00,8.3,0.00,0.00,0.00,5.5,83,1018.4,22.9,136,575.00
2012-03-21T22:00,8.7,0.00,0.00,0.00,6.0,83,1018.3,24.5,144,620.00
2012-03-21T23:00,9.1,0.00,0.00,0.00,6.6,84,1017.8,24.3,151,625.00
2012-03-22T00:00,9.4,0.00,0.00,0.00,7.1,85,1017.4,23.9,157,605.00
2012-03-22T01:00,9.8,0.00,0.00,0.00,7.5,86,1016.9,24.3,165,595.00
2012-03-22T02:00,9.9,0.00,0.00,0.00,7.9,87,1015.9,24.1,170,570.00
2012-03-22T03:00,10.2,0.00,0.00,0.00,7.9,85,1015.3,21.8,171,505.00
2012-03-22T04:00,10.2,0.00,0.00,0.00,8.0,86,1014.4,20.1,171,435.00
2012-03-22T05:00,10.1,0.00,0.00,0.00,8.1,87,1014.3,17.9,171,360.00
2012-03-22T06:00,10.0,0.00,0.00,0.00,8.2,89,1014.5,14.4,177,285.00
2012-03-22T07:00,11.1,0.00,0.00,0.00,8.9,86,1014.1,15.3,171,275.00
2012-03-22T08:00,13.0,0.00,0.00,0.00,9.9,81,1014.8,14.1,174,285.00
2012-03-22T09:00,15.1,0.00,0.00,0.00,11.0,77,1014.5,11.9,182,290.00
2012-03-22T10:00,17.0,0.00,0.00,0.00,12.1,73,1014.2,8.8,192,330.00
2012-03-22T11:00,18.8,0.00,0.00,0.00,13.3,70,1013.7,5.9,191,405.00
2012-03-22T12:00,20.1,0.00,0.00,0.00,14.2,69,1012.3,4.2,149,380.00
2012-03-22T13:00,20.8,0.00,0.00,0.00,14.8,69,1011.0,5.7,145,435.00
2012-03-22T14:00,20.7,0.00,0.00,0.00,15.2,71,1010.1,5.0,159,420.00
2012-03-22T15:00,19.5,0.20,0.00,0.20,14.7,74,1009.4,1.5,225,410.00
2012-03-22T16:00,18.7,0.30,0.00,0.30,15.1,79,1009.7,6.7,344,215.00
2012-03-22T17:00,17.3,0.30,0.00,0.30,14.8,85,1009.9,12.3,353,260.00
2012-03-22T18:00,15.0,0.40,0.00,0.40,13.7,92,1010.9,17.2,349,330.00
2012-03-22T19:00,13.2,1.20,0.00,1.20,12.5,95,1012.0,18.1,337,360.00
2012-03-22T20:00,12.0,1.80,0.00,1.80,11.0,94,1012.5,16.8,329,350.00
2012-03-22T21:00,11.1,2.50,0.00,2.50,10.2,94,1012.7,16.1,320,380.00
2012-03-22T22:00,10.5,3.20,0.00,3.20,9.8,95,1013.8,19.9,314,510.00
2012-03-22T23:00,10.1,2.30,0.00,2.30,9.5,96,1014.3,21.1,313,600.00
2012-03-23T00:00,9.6,1.70,0.00,1.70,9.0,96,1014.5,19.9,315,590.00
2012-03-23T01:00,9.1,2.60,0.00,2.60,8.5,96,1014.3,18.9,318,575.00
2012-03-23T02:00,8.7,3.30,0.00,3.30,8.0,96,1014.0,18.3,317,590.00
2012-03-23T03:00,7.2,2.00,0.00,2.00,6.2,94,1014.4,21.3,309,650.00
2012-03-23T04:00,6.7,2.20,0.00,2.20,5.8,94,1014.4,21.5,308,670.00
2012-03-23T05:00,6.4,2.30,0.00,2.30,5.4,93,1014.6,21.0,308,655.00
2012-03-23T06:00,6.2,2.50,0.00,2.50,5.2,93,1015.2,20.1,306,700.00
2012-03-23T07:00,6.0,1.70,0.00,1.70,4.9,93,1015.2,20.6,306,705.00
2012-03-23T08:00,6.1,0.50,0.00,0.50,4.4,89,1016.1,23.8,309,765.00
2012-03-23T09:00,6.2,0.20,0.00,0.20,4.5,89,1017.6,26.4,305,880.00
2012-03-23T10:00,6.3,0.90,0.00,0.90,4.5,88,1017.4,22.9,303,790.00
2012-03-23T11:00,6.4,1.50,0.00,1.50,4.6,88,1017.4,24.7,299,775.00
2012-03-23T12:00,6.6,1.40,0.00,1.40,4.6,87,1017.1,28.2,295,885.00
2012-03-23T13:00,7.0,0.50,0.00,0.50,4.9,86,1016.5,27.1,293,915.00
2012-03-23T14:00,8.4,0.00,0.00,0.00,4.5,76,1015.5,27.7,293,955.00
2012-03-23T15:00,9.7,0.00,0.00,0.00,4.3,69,1015.3,27.9,294,1120.00
2012-03-23T16:00,10.9,0.00,0.00,0.00,4.5,65,1015.3,27.1,295,1280.00
2012-03-23T17:00,11.3,0.00,0.00,0.00,4.6,63,1016.0,24.5,296,1485.00
2012-03-23T18:00,11.0,0.00,0.00,0.00,4.5,64,1016.9,21.1,295,1625.00
2012-03-23T19:00,10.7,0.00,0.00,0.00,4.2,64,1018.1,19.3,297,1330.00
2012-03-23T20:00,9.9,0.00,0.00,0.00,3.8,66,1018.9,17.9,295,905.00
2012-03-23T21:00,9.1,0.00,0.00,0.00,3.4,68,1019.4,18.1,293,750.00
2012-03-23T22:00,8.9,0.00,0.00,0.00,2.6,65,1020.2,21.1,295,910.00
2012-03-23T23:00,9.0,0.00,0.00,0.00,1.3,59,1020.6,23.4,301,1060.00
2012-03-24T00:00,9.2,0.00,0.00,0.00,-0.3,52,1020.9,23.8,302,1035.00
2012-03-24T01:00,8.6,0.00,0.00,0.00,-1.4,49,1020.6,24.2,303,930.00
2012-03-24T02:00,7.9,0.00,0.00,0.00,-1.9,50,1020.7,23.8,305,825.00
2012-03-24T03:00,7.6,0.00,0.00,0.00,-2.6,49,1020.5,23.3,308,735.00
2012-03-24T04:00,7.0,0.00,0.00,0.00,-2.8,50,1020.5,21.2,312,615.00
2012-03-24T05:00,6.2,0.00,0.00,0.00,-2.9,52,1021.1,18.8,315,500.00
2012-03-24T06:00,5.4,0.00,0.00,0.00,-2.6,56,1021.2,15.8,311,365.00
2012-03-24T07:00,5.8,0.00,0.00,0.00,-1.2,61,1021.5,15.6,308,340.00
2012-03-24T08:00,7.8,0.00,0.00,0.00,-1.2,53,1022.1,15.1,310,405.00
2012-03-24T09:00,9.9,0.00,0.00,0.00,-1.2,46,1022.0,14.3,309,675.00
2012-03-24T10:00,11.8,0.00,0.00,0.00,-1.9,39,1022.2,14.4,307,1055.00
2012-03-24T11:00,13.2,0.00,0.00,0.00,-2.4,34,1022.2,15.0,305,1425.00
2012-03-24T12:00,14.2,0.00,0.00,0.00,-2.3,32,1021.5,14.7,301,1745.00
2012-03-24T13:00,14.9,0.00,0.00,0.00,-2.1,31,1020.8,15.1,295,1800.00
2012-03-24T14:00,15.3,0.00,0.00,0.00,-1.8,31,1019.8,15.5,292,1790.00
2012-03-24T15:00,15.6,0.00,0.00,0.00,-1.4,31,1019.3,15.3,289,1730.00
2012-03-24T16:00,15.2,0.00,0.00,0.00,-1.0,33,1018.7,14.1,285,1620.00
2012-03-24T17:00,14.5,0.00,0.00,0.00,1.0,40,1018.8,9.7,274,1095.00
2012-03-24T18:00,12.7,0.00,0.00,0.00,1.7,47,1018.8,8.2,241,105.00
2012-03-24T19:00,10.8,0.00,0.00,0.00,2.0,55,1019.3,8.1,225,70.00
2012-03-24T20:00,9.5,0.00,0.00,0.00,2.1,60,1020.1,8.4,230,70.00
2012-03-24T21:00,8.5,0.00,0.00,0.00,2.0,63,1020.7,8.8,235,70.00
2012-03-24T22:00,7.8,0.00,0.00,0.00,1.8,66,1021.0,9.0,241,75.00
2012-03-24T23:00,7.2,0.00,0.00,0.00,1.8,69,1021.4,9.6,250,85.00
2012-03-25T00:00,6.7,0.00,0.00,0.00,2.0,72,1021.3,9.5,259,90.00
2012-03-25T01:00,6.2,0.00,0.00,0.00,2.2,76,1021.2,8.7,275,90.00
2012-03-25T02:00,5.5,0.00,0.00,0.00,2.5,81,1021.5,7.4,321,95.00
2012-03-25T03:00,4.7,0.00,0.00,0.00,2.9,88,1021.2,7.2,6,110.00
2012-03-25T04:00,4.3,0.00,0.00,0.00,2.9,91,1021.4,7.5,35,125.00
2012-03-25T05:00,4.0,0.00,0.00,0.00,2.8,92,1022.0,8.4,50,120.00
2012-03-25T06:00,3.6,0.00,0.00,0.00,2.7,94,1021.9,7.9,51,105.00
2012-03-25T07:00,5.3,0.00,0.00,0.00,4.4,94,1023.0,8.0,72,125.00
2012-03-25T08:00,9.9,0.00,0.00,0.00,6.8,81,1023.1,7.2,90,200.00
2012-03-25T09:00,11.9,0.00,0.00,0.00,6.3,69,1023.2,6.7,106,295.00
2012-03-25T10:00,13.4,0.00,0.00,0.00,6.1,61,1023.5,5.2,124,455.00
2012-03-25T11:00,14.8,0.00,0.00,0.00,6.1,56,1023.2,3.8,163,660.00
2012-03-25T12:00,15.9,0.00,0.00,0.00,6.3,53,1022.6,3.5,204,900.00
2012-03-25T13:00,16.7,0.00,0.00,0.00,6.2,50,1021.6,3.8,229,1105.00
2012-03-25T14:00,17.3,0.00,0.00,0.00,5.9,47,1020.9,3.6,225,1220.00
2012-03-25T15:00,17.2,0.00,0.00,0.00,5.9,48,1020.4,3.3,186,990.00
2012-03-25T16:00,16.5,0.00,0.00,0.00,6.3,51,1020.3,5.9,137,740.00
2012-03-25T17:00,14.9,0.00,0.00,0.00,7.0,59,1020.6,9.3,118,170.00
2012-03-25T18:00,12.8,0.00,0.00,0.00,6.8,67,1020.6,12.4,112,150.00
2012-03-25T19:00,10.4,0.00,0.00,0.00,6.7,78,1021.4,13.5,115,155.00
2012-03-25T20:00,9.3,0.00,0.00,0.00,6.7,84,1022.1,12.7,119,155.00
2012-03-25T21:00,8.6,0.00,0.00,0.00,6.7,88,1022.9,12.5,123,170.00
2012-03-25T22:00,8.2,0.00,0.00,0.00,6.6,90,1022.8,11.4,125,190.00
2012-03-25T23:00,7.9,0.00,0.00,0.00,6.5,91,1023.1,10.0,120,185.00
2012-03-26T00:00,7.5,0.00,0.00,0.00,6.2,92,1023.3,8.7,107,145.00
2012-03-26T01:00,7.1,0.00,0.00,0.00,6.1,93,1023.6,9.0,95,125.00
2012-03-26T02:00,7.1,0.00,0.00,0.00,6.1,94,1023.4,9.7,88,125.00
2012-03-26T03:00,7.2,0.00,0.00,0.00,6.2,93,1023.2,10.5,84,140.00
2012-03-26T04:00,7.2,0.00,0.00,0.00,6.2,93,1023.5,10.9,84,155.00
2012-03-26T05:00,7.2,0.00,0.00,0.00,6.2,94,1023.7,11.2,88,170.00
2012-03-26T06:00,7.2,0.00,0.00,0.00,6.2,94,1023.6,10.8,92,175.00
2012-03-26T07:00,8.5,0.00,0.00,0.00,7.2,92,1024.7,13.7,92,230.00
2012-03-26T08:00,10.8,0.00,0.00,0.00,7.9,82,1025.0,14.1,94,320.00
2012-03-26T09:00,12.5,0.00,0.00,0.00,7.7,72,1025.3,15.4,101,415.00
2012-03-26T10:00,13.7,0.00,0.00,0.00,7.4,66,1025.4,15.7,110,510.00
2012-03-26T11:00,14.6,0.00,0.00,0.00,7.4,62,1025.1,16.1,119,580.00
2012-03-26T12:00,15.1,0.00,0.00,0.00,7.6,61,1024.6,15.5,126,650.00
2012-03-26T13:00,15.4,0.00,0.00,0.00,7.8,60,1024.2,14.8,124,680.00
2012-03-26T14:00,15.4,0.00,0.00,0.00,7.8,61,1023.1,15.3,117,660.00
2012-03-26T15:00,15.0,0.00,0.00,0.00,7.9,63,1023.0,17.4,114,575.00
2012-03-26T16:00,14.0,0.00,0.00,0.00,7.7,66,1022.6,18.4,116,470.00
2012-03-26T17:00,12.6,0.00,0.00,0.00,7.5,71,1022.6,17.9,115,400.00
2012-03-26T18:00,10.9,0.00,0.00,0.00,7.3,78,1022.3,16.3,115,330.00
2012-03-26T19:00,9.6,0.00,0.00,0.00,7.0,84,1022.8,17.1,120,305.00
2012-03-26T20:00,9.1,0.00,0.00,0.00,6.9,86,1023.3,17.7,128,310.00
2012-03-26T21:00,8.9,0.00,0.00,0.00,6.8,87,1023.5,18.3,135,325.00
2012-03-26T22:00,8.9,0.00,0.00,0.00,6.9,88,1023.4,19.5,142,335.00
2012-03-26T23:00,9.0,0.00,0.00,0.00,7.1,88,1023.2,20.2,149,345.00
2012-03-27T00:00,9.1,0.00,0.00,0.00,7.3,89,1023.1,20.4,154,340.00
2012-03-27T01:00,9.3,0.00,0.00,0.00,7.6,89,1022.9,20.9,159,340.00
2012-03-27T02:00,9.5,0.00,0.00,0.00,7.9,89,1022.2,21.3,164,345.00
2012-03-27T03:00,10.1,0.00,0.00,0.00,7.9,86,1021.9,21.6,169,340.00
2012-03-27T04:00,10.3,0.00,0.00,0.00,7.9,85,1021.4,20.6,176,315.00
2012-03-27T05:00,10.3,0.00,0.00,0.00,7.8,84,1021.4,18.7,180,285.00
2012-03-27T06:00,10.0,0.00,0.00,0.00,7.4,84,1021.5,15.6,187,225.00
2012-03-27T07:00,10.9,0.00,0.00,0.00,7.4,79,1021.8,16.2,192,220.00
2012-03-27T08:00,13.3,0.00,0.00,0.00,7.6,69,1022.2,15.6,199,285.00
2012-03-27T09:00,15.8,0.00,0.00,0.00,7.3,57,1022.6,16.1,207,380.00
2012-03-27T10:00,17.8,0.00,0.00,0.00,6.8,49,1022.7,16.9,214,450.00
2012-03-27T11:00,19.4,0.00,0.00,0.00,6.6,43,1022.7,16.4,220,505.00
2012-03-27T12:00,20.7,0.00,0.00,0.00,6.8,41,1022.0,14.8,225,565.00
2012-03-27T13:00,21.5,0.00,0.00,0.00,7.6,41,1021.3,12.2,227,630.00
2012-03-27T14:00,21.9,0.00,0.00,0.00,8.3,42,1020.3,9.7,228,715.00
2012-03-27T15:00,22.9,0.00,0.00,0.00,8.7,40,1020.0,6.9,227,725.00
2012-03-27T16:00,22.5,0.00,0.00,0.00,9.5,44,1019.9,4.3,222,495.00
2012-03-27T17:00,21.1,0.00,0.00,0.00,11.0,52,1020.2,3.3,131,345.00
2012-03-27T18:00,18.0,0.00,0.00,0.00,10.8,63,1020.8,7.2,93,55.00
2012-03-27T19:00,14.8,0.00,0.00,0.00,10.3,74,1021.0,9.5,115,65.00
2012-03-27T20:00,13.0,0.00,0.00,0.00,9.7,81,1021.6,10.2,129,75.00
2012-03-27T21:00,12.0,0.00,0.00,0.00,9.3,84,1022.0,10.2,138,80.00
2012-03-27T22:00,11.4,0.00,0.00,0.00,8.9,85,1022.1,10.1,145,80.00
2012-03-27T23:00,10.9,0.00,0.00,0.00,8.5,85,1021.9,9.2,149,75.00
2012-03-28T00:00,10.6,0.00,0.00,0.00,8.2,85,1021.7,9.2,154,75.00
2012-03-28T01:00,10.1,0.00,0.00,0.00,7.9,86,1021.4,8.6,158,75.00
2012-03-28T02:00,9.7,0.00,0.00,0.00,7.5,86,1021.4,8.4,160,75.00
2012-03-28T03:00,9.5,0.00,0.00,0.00,6.9,84,1021.2,8.6,165,70.00
2012-03-28T04:00,9.0,0.00,0.00,0.00,6.5,84,1021.1,8.7,173,65.00
2012-03-28T05:00,8.7,0.00,0.00,0.00,6.1,84,1021.7,9.8,186,60.00
2012-03-28T06:00,8.5,0.00,0.00,0.00,5.9,84,1021.8,7.9,196,45.00
2012-03-28T07:00,11.4,0.00,0.00,0.00,7.0,75,1022.3,3.6,217,30.00
2012-03-28T08:00,14.6,0.00,0.00,0.00,8.5,67,1022.8,1.1,252,75.00
2012-03-28T09:00,17.3,0.00,0.00,0.00,9.5,60,1023.3,0.5,225,150.00
2012-03-28T10:00,19.3,0.00,0.00,0.00,10.3,56,1023.3,0.5,135,225.00
2012-03-28T11:00,20.9,0.00,0.00,0.00,10.8,53,1023.3,2.2,81,310.00
2012-03-28T12:00,21.8,0.00,0.00,0.00,11.1,51,1022.8,5.8,68,340.00
2012-03-28T13:00,21.8,0.00,0.00,0.00,11.3,51,1022.3,10.0,64,410.00
2012-03-28T14:00,21.1,0.00,0.00,0.00,11.4,54,1021.8,13.4,66,395.00
2012-03-28T15:00,20.5,0.00,0.00,0.00,11.3,56,1021.5,14.8,67,350.00
2012-03-28T16:00,19.0,0.00,0.00,0.00,11.1,60,1021.4,14.6,70,300.00
2012-03-28T17:00,17.1,0.00,0.00,0.00,10.9,67,1021.4,12.9,72,240.00
2012-03-28T18:00,14.6,0.00,0.00,0.00,10.0,74,1021.2,12.3,69,170.00
2012-03-28T19:00,12.6,0.00,0.00,0.00,9.2,80,1021.6,13.6,73,160.00
2012-03-28T20:00,11.6,0.00,0.00,0.00,8.8,83,1021.9,14.3,80,165.00
2012-03-28T21:00,11.1,0.00,0.00,0.00,8.9,86,1022.0,13.7,93,170.00
2012-03-28T22:00,11.2,0.00,0.00,0.00,9.3,88,1022.3,13.0,104,165.00
2012-03-28T23:00,11.5,0.00,0.00,0.00,9.8,89,1021.9,12.9,117,175.00
2012-03-29T00:00,12.0,0.00,0.00,0.00,10.1,88,1021.6,15.3,129,210.00
2012-03-29T01:00,12.4,0.00,0.00,0.00,10.5,88,1021.0,16.9,140,255.00
2012-03-29T02:00,12.5,0.00,0.00,0.00,10.7,88,1020.2,17.9,150,295.00
2012-03-29T03:00,12.6,0.00,0.00,0.00,10.6,88,1019.8,18.5,156,310.00
2012-03-29T04:00,12.8,0.00,0.00,0.00,10.8,88,1019.5,18.1,163,320.00
2012-03-29T05:00,12.8,0.00,0.00,0.00,10.9,88,1019.5,18.3,164,335.00
2012-03-29T06:00,12.9,0.00,0.00,0.00,11.1,89,1019.9,16.4,171,300.00
2012-03-29T07:00,13.9,0.00,0.00,0.00,11.7,87,1020.7,17.7,175,350.00
2012-03-29T08:00,15.8,0.00,0.00,0.00,12.6,82,1020.6,19.2,174,540.00
2012-03-29T09:00,17.6,0.00,0.00,0.00,13.3,76,1020.3,21.0,173,745.00
2012-03-29T10:00,19.0,0.00,0.00,0.00,13.7,71,1020.1,23.5,175,870.00
2012-03-29T11:00,20.1,0.00,0.00,0.00,13.9,68,1019.5,25.6,177,930.00
2012-03-29T12:00,20.8,0.00,0.00,0.00,14.1,66,1018.9,25.9,178,965.00
2012-03-29T13:00,20.8,0.00,0.00,0.00,14.2,66,1017.8,24.9,178,1020.00
2012-03-29T14:00,20.8,0.00,0.00,0.00,14.2,66,1017.3,23.0,180,1020.00
2012-03-29T15:00,21.0,0.00,0.00,0.00,14.1,65,1016.6,20.5,181,880.00
2012-03-29T16:00,20.1,0.00,0.00,0.00,14.1,68,1016.1,18.1,173,690.00
2012-03-29T17:00,19.1,0.00,0.00,0.00,13.9,72,1015.9,18.3,170,485.00
2012-03-29T18:00,17.8,0.00,0.00,0.00,13.4,75,1016.1,16.0,166,275.00
2012-03-29T19:00,17.2,0.00,0.00,0.00,13.0,76,1016.3,17.8,166,295.00
2012-03-29T20:00,16.8,0.00,0.00,0.00,12.7,77,1016.7,18.9,166,350.00
2012-03-29T21:00,16.6,0.00,0.00,0.00,12.6,77,1016.6,20.3,168,415.00
2012-03-29T22:00,16.3,0.00,0.00,0.00,12.5,78,1016.6,20.5,170,455.00
2012-03-29T23:00,16.1,0.00,0.00,0.00,12.5,79,1016.4,20.1,170,440.00
2012-03-30T00:00,15.9,0.00,0.00,0.00,12.6,81,1016.1,19.3,171,425.00
2012-03-30T01:00,15.8,0.00,0.00,0.00,12.6,82,1015.9,18.8,173,410.00
2012-03-30T02:00,15.6,0.00,0.00,0.00,12.6,82,1014.9,18.6,171,385.00
2012-03-30T03:00,15.3,0.00,0.00,0.00,12.5,84,1014.4,16.7,173,350.00
2012-03-30T04:00,15.1,0.00,0.00,0.00,12.5,84,1013.9,14.8,174,305.00
2012-03-30T05:00,15.3,0.00,0.00,0.00,12.5,83,1013.6,13.7,177,290.00
2012-03-30T06:00,15.3,0.90,0.00,0.90,12.7,84,1013.9,9.5,189,195.00
2012-03-30T07:00,15.3,1.00,0.00,1.00,13.2,87,1014.4,8.2,203,180.00
2012-03-30T08:00,15.6,2.40,0.00,2.40,13.7,88,1014.3,9.0,196,210.00
2012-03-30T09:00,16.6,1.40,0.00,1.40,14.9,89,1014.7,9.5,189,245.00
2012-03-30T10:00,16.5,1.50,0.00,1.50,15.1,92,1014.1,8.3,198,255.00
2012-03-30T11:00,16.8,1.20,0.00,1.20,15.6,93,1014.1,8.2,229,310.00
2012-03-30T12:00,17.0,1.00,0.00,1.00,15.9,93,1013.6,8.3,265,355.00
2012-03-30T13:00,16.9,0.70,0.00,0.70,15.9,94,1013.2,10.7,312,430.00
2012-03-30T14:00,16.9,1.20,0.00,1.20,15.9,94,1013.2,16.4,341,480.00
2012-03-30T15:00,14.8,1.80,0.00,1.80,13.7,93,1013.4,19.9,354,520.00
2012-03-30T16:00,13.6,2.10,0.00,2.10,12.4,92,1014.2,19.8,358,480.00
2012-03-30T17:00,12.8,1.70,0.00,1.70,11.7,93,1015.1,17.7,356,460.00
2012-03-30T18:00,12.2,1.30,0.00,1.30,11.2,94,1016.9,16.6,358,495.00
2012-03-30T19:00,11.4,0.90,0.00,0.90,10.4,94,1018.0,19.4,350,560.00
2012-03-30T20:00,10.6,0.40,0.00,0.40,9.3,91,1019.9,21.6,349,600.00
2012-03-30T21:00,10.0,0.00,0.00,0.00,7.8,86,1021.2,20.0,353,570.00
2012-03-30T22:00,9.8,0.00,0.00,0.00,6.5,80,1022.0,18.1,353,530.00
2012-03-30T23:00,9.7,0.00,0.00,0.00,5.5,75,1022.5,18.0,357,540.00
2012-03-31T00:00,9.7,0.00,0.00,0.00,4.5,70,1022.5,16.6,360,560.00
2012-03-31T01:00,9.7,0.00,0.00,0.00,3.7,66,1022.8,14.4,3,565.00
2012-03-31T02:00,9.6,0.00,0.00,0.00,3.2,65,1022.9,13.3,360,495.00
2012-03-31T03:00,8.6,0.00,0.00,0.00,2.9,67,1023.0,11.9,355,380.00
2012-03-31T04:00,7.8,0.00,0.00,0.00,3.1,72,1022.9,10.7,346,305.00
2012-03-31T05:00,7.0,0.00,0.00,0.00,3.4,78,1023.0,7.9,330,190.00
2012-03-31T06:00,6.2,0.00,0.00,0.00,3.6,84,1023.2,5.8,292,90.00
2012-03-31T07:00,7.3,0.00,0.00,0.00,4.9,84,1023.4,8.3,268,135.00
2012-03-31T08:00,10.1,0.00,0.00,0.00,3.2,62,1023.8,8.8,258,280.00
2012-03-31T09:00,11.8,0.00,0.00,0.00,2.9,54,1023.6,11.0,247,450.00
2012-03-31T10:00,13.8,0.00,0.00,0.00,3.0,48,1023.3,14.0,252,840.00
2012-03-31T11:00,15.5,0.00,0.00,0.00,3.9,46,1023.0,17.0,264,1290.00
2012-03-31T12:00,16.8,0.00,0.00,0.00,4.1,43,1022.2,20.2,274,1455.00
2012-03-31T13:00,17.7,0.00,0.00,0.00,3.8,40,1021.3,21.6,281,1555.00
2012-03-31T14:00,18.2,0.00,0.00,0.00,3.4,37,1020.7,21.8,286,1645.00
2012-03-31T15:00,18.4,0.00,0.00,0.00,3.7,38,1020.4,21.0,292,1670.00
2012-03-31T16:00,18.2,0.00,0.00,0.00,4.2,40,1020.2,17.9,292,1535.00
2012-03-31T17:00,17.4,0.00,0.00,0.00,5.6,46,1020.2,12.1,287,1195.00
2012-03-31T18:00,15.7,0.00,0.00,0.00,6.2,53,1020.4,9.0,286,160.00
2012-03-31T19:00,13.9,0.00,0.00,0.00,6.6,61,1021.0,10.1,274,55.00
2012-03-31T20:00,12.5,0.00,0.00,0.00,6.7,68,1021.5,9.6,250,40.00
2012-03-31T21:00,11.3,0.00,0.00,0.00,6.7,73,1022.2,9.3,234,40.00
2012-03-31T22:00,10.4,0.00,0.00,0.00,6.5,77,1022.2,8.1,225,45.00
2012-03-31T23:00,9.5,0.00,0.00,0.00,6.5,81,1022.2,8.9,227,45.00
